inv_trans_ck,inv_ck,char_ck,val
3063,63,1,-2
3064,23,1,-3
3065,53,1,3
3066,2,1,-4
3067,56,1,-4
3068,6,1,-4
3069,56,1,0
3070,29,1,-5
3071,24,1,1
3072,42,1,3
3073,26,1,0
3074,40,1,1
3075,64,1,-4
3076,57,1,-2
3077,3,1,-4
3078,2,1,3
3079,65,1,5
3080,65,1,1
3081,28,1,2
3082,46,1,0
3083,63,1,-3
3084,53,1,-5
3085,49,1,1
3086,14,1,-4
3087,35,1,1
3088,52,1,-2
3089,65,1,4
3090,12,1,4
3091,19,1,3
3092,26,1,5
3093,36,1,-2
3094,33,1,5
3095,9,1,-2
3096,63,1,0
3097,55,1,-4
3098,27,1,-3
3099,33,1,3
3100,4,1,5
3101,62,1,-3
3102,47,1,-1
3103,51,1,4
3104,6,1,-2
3105,3,1,5
3106,60,1,1
3107,58,1,1
3108,3,1,1
3109,63,1,-4
3110,21,1,-5
3111,38,1,-1
3112,60,1,-5
3113,8,1,0
3114,33,1,-3
3115,26,1,-5
3116,14,1,4
3117,49,1,-1
3118,4,1,-4
3119,64,1,4
3120,3,1,1
3121,60,1,-2
3122,7,1,1
3123,66,1,1
3124,56,1,-1
3125,41,1,-1
3126,1,1,0
3127,41,1,-5
3128,11,1,2
3129,56,1,5
3130,33,1,1
3131,17,1,2
3132,61,1,-4
3133,24,1,-3
3134,49,1,-5
3135,2,1,2
3136,32,1,3
3137,57,1,4
3138,55,1,-4
3139,44,1,2
3140,35,1,3
3141,10,1,1
3142,1,1,-1
3143,58,1,1
3144,40,1,2
3145,12,1,-3
3146,24,1,5
3147,25,1,1
3148,54,1,5
3149,33,1,4
3150,52,1,-4
3151,57,1,5
3152,21,1,4
3153,4,1,-2
3154,59,1,-3
3155,20,1,0
3156,19,1,4
3157,21,1,5
3158,6,1,4
3159,40,1,3
3160,46,1,-1
3161,41,1,-5
3162,41,1,5
3163,5,1,4
3164,58,1,2
3165,24,1,-3
3166,11,1,5
3167,64,1,1
3168,36,1,1
3169,64,1,1
3170,25,1,0
3171,45,1,4
3172,26,1,5
3173,10,1,-5
3174,44,1,-5
3175,4,1,-4
3176,15,1,-1
3177,24,1,1
3178,40,1,-4
3179,8,1,-4
3180,25,1,0
3181,43,1,2
3182,56,1,0
3183,61,1,0
3184,33,1,5
3185,16,1,2
3186,7,1,5
3187,57,1,-2
3188,4,1,3
3189,43,1,-3
3190,4,1,-2
3191,36,1,-2
3192,34,1,-1
3193,12,1,1
3194,53,1,-4
3195,61,1,4
3196,48,1,-1
3197,64,1,-5
3198,40,1,1
3199,16,1,1
3200,50,1,4
3201,50,1,3
3202,13,1,4
3203,15,1,-1
3204,55,1,-1
3205,65,1,-2
3206,28,1,-1
3207,57,1,-3
3208,4,1,5
3209,35,1,-4
3210,22,1,-3
3211,10,1,-5
3212,1,1,4
3213,26,1,-2
3214,54,1,1
3215,42,1,2
3216,30,1,2
3217,31,1,-5
3218,36,1,-2
3219,19,1,-5
3220,33,1,-2
3221,35,1,-3
3222,45,1,-3
3223,20,1,4
3224,6,1,-5
3225,64,1,-4
3226,12,1,3
3227,23,1,-5
3228,56,1,2
3229,21,1,4
3230,30,1,-4
3231,12,1,1
3232,66,1,4
3233,8,1,-2
3234,58,1,-3
3235,37,1,5
3236,61,1,1
3237,66,1,0
3238,62,1,2
3239,19,1,1
3240,51,1,-2
3241,12,1,-2
3242,9,1,-5
3243,4,1,2
3244,30,1,2
3245,21,1,-5
3246,21,1,-1
3247,35,1,4
3248,4,1,-5
3249,57,1,5
3250,25,1,0
3251,11,1,-5
3252,65,1,2
3253,21,1,-5
3254,4,1,-1
3255,62,1,-3
3256,3,1,-1
3257,54,1,5
3258,60,1,0
3259,54,1,5
3260,65,1,0
3261,9,1,-1
3262,46,1,1
3263,2,1,-2
3264,26,1,-4
3265,57,1,-1
3266,56,1,0
3267,24,1,3
3268,33,1,-5
3269,11,1,0
3270,20,1,-1
3271,46,1,0
3272,66,1,-4
3273,47,1,-5
3274,44,1,-3
3275,24,1,0
3276,25,1,-1
3277,46,1,3
3278,42,1,-1
3279,2,1,-1
3280,19,1,-2
3281,43,1,-2
3282,13,1,4
3283,30,1,-4
3284,31,1,5
3285,6,1,-4
3286,28,1,4
3287,65,1,-5
3288,22,1,-3
3289,61,1,-5
3290,18,1,5
3291,50,1,3
3292,32,1,4
3293,15,1,3
3294,9,1,3
3295,54,1,-2
3296,53,1,4
3297,23,1,1
3298,50,1,-3
3299,8,1,-4
3300,39,1,0
3301,40,1,1
3302,38,1,-1
3303,24,1,3
3304,58,1,1
3305,66,1,1
3306,45,1,-1
3307,4,1,-3
3308,37,1,-3
3309,9,1,-5
3310,19,1,3
3311,61,1,2
3312,14,1,-1
3313,38,1,-5
3314,18,1,3
3315,21,1,4
3316,25,1,-5
3317,59,1,-2
3318,48,1,-4
3319,34,1,-2
3320,33,1,-5
3321,5,1,-2
3322,63,1,2
3323,12,1,0
3324,14,1,-2
3325,63,1,-4
3326,2,1,-2
3327,46,1,3
3328,22,1,-1
3329,57,1,4
3330,57,1,0
3331,9,1,-3
3332,16,1,5
3333,52,1,1
3334,66,1,3
3335,2,1,-5
3336,53,1,0
3337,14,1,-1
3338,51,1,2
3339,48,1,-3
3340,55,1,2
3341,11,1,-3
3342,28,1,-5
3343,11,1,4
3344,29,1,1
3345,52,1,-2
3346,5,1,-4
3347,31,1,5
3348,43,1,-5
3349,29,1,0
3350,4,1,-2
3351,5,1,-5
3352,30,1,0
3353,6,1,-2
3354,33,1,4
3355,53,1,-4
3356,62,1,-5
3357,59,1,0
3358,16,1,4
3359,61,1,4
3360,60,1,1
3361,54,1,-5
3362,9,1,5
3363,63,1,3
3364,21,1,0
3365,48,1,5
3366,32,1,5
3367,45,1,2
3368,33,1,-1
3369,7,1,0
3370,8,1,-3
3371,14,1,-3
3372,13,1,0
3373,49,1,0
3374,46,1,-1
3375,50,1,0
3376,49,1,-1
3377,56,1,-5
3378,35,1,4
3379,60,1,4
3380,36,1,1
3381,62,1,-5
3382,33,1,-1
3383,11,1,1
3384,48,1,-5
3385,5,1,3
3386,51,1,-2
3387,36,1,-1
3388,24,1,-5
3389,25,1,0
3390,36,1,-2
3391,27,1,-2
3392,5,1,2
3393,20,1,-3
3394,27,1,5
3395,43,1,3
3396,45,1,-1
3397,18,1,-3
3398,1,1,2
3399,1,1,3
3400,5,1,-3
3401,26,1,-2
3402,54,1,3
3403,38,1,5
3404,6,1,5
3405,41,1,0
3406,45,1,-4
3407,43,1,4
3408,8,1,-4
3409,45,1,-4
3410,45,1,-3
3411,9,1,4
3412,66,1,0
3413,64,1,5
3414,54,1,0
3415,53,1,-2
3416,51,1,-5
3417,14,1,4
3418,59,1,3
3419,8,1,-2
3420,25,1,1
3421,34,1,1
3422,31,1,3
3423,19,1,-4
3424,57,1,1
3425,27,1,-4
3426,8,1,3
3427,57,1,-2
3428,22,1,4
3429,46,1,4
3430,58,1,-3
3431,54,1,2
3432,13,1,5
3433,31,1,3
3434,16,1,3
3435,36,1,3
3436,57,1,-2
3437,43,1,-3
3438,66,1,2
3439,30,1,-3
3440,25,1,-5
3441,6,1,-3
3442,17,1,3
3443,59,1,-2
3444,4,1,1
3445,58,1,1
3446,46,1,-5
3447,15,1,-3
3448,61,1,4
3449,5,1,-5
3450,3,1,0
3451,60,1,5
3452,58,1,-2
3453,35,1,-2
3454,3,1,0
3455,51,1,-4
3456,45,1,1
3457,40,1,4
3458,25,1,-1
3459,32,1,-2
3460,45,1,-5
3461,43,1,2
3462,51,1,5
3463,43,1,2
3464,53,1,-2
3465,15,1,-5
3466,55,1,-1
3467,19,1,-2
3468,38,1,0
3469,47,1,-4
3470,4,1,0
3471,29,1,0
3472,22,1,3
3473,44,1,4
3474,35,1,1
3475,13,1,-5
3476,16,1,3
3477,64,1,-5
3478,24,1,-1
3479,52,1,-3
3480,46,1,-2
3481,50,1,-4
3482,51,1,5
3483,59,1,4
3484,62,1,-4
3485,27,1,-3
3486,3,1,-4
3487,30,1,-4
3488,52,1,-1
3489,38,1,-2
3490,28,1,-5
3491,2,1,-2
3492,42,1,-5
3493,20,1,-5
3494,21,1,1
3495,47,1,-1
3496,41,1,-2
3497,11,1,4
3498,7,1,-1
3499,61,1,5
3500,37,1,-1
3501,35,1,1
3502,58,1,4
3503,34,1,-4
3504,50,1,0
3505,2,1,-5
3506,49,1,-1
3507,32,1,4
3508,44,1,-5
3509,31,1,2
3510,41,1,2
3511,14,1,-3
3512,26,1,-4
3513,44,1,0
3514,10,1,3
3515,61,1,5
3516,49,1,-5
3517,18,1,1
3518,16,1,-1
3519,14,1,-2
3520,56,1,-2
3521,33,1,5
3522,57,1,1
3523,3,1,-1
3524,5,1,5
3525,2,1,3
3526,54,1,-2
3527,64,1,1
3528,18,1,1
3529,32,1,5
3530,58,1,-5
3531,6,1,3
3532,48,1,-3
3533,54,1,2
3534,41,1,2
3535,6,1,-5
3536,50,1,-4
3537,54,1,-4
3538,15,1,5
3539,55,1,2
3540,65,1,0
3541,8,1,-3
3542,44,1,5
3543,23,1,2
3544,32,1,1
3545,44,1,0
3546,3,1,4
3547,40,1,2
3548,43,1,-3
3549,5,1,5
3550,20,1,-1
3551,11,1,1
3552,36,1,3
3553,8,1,1
3554,54,1,5
3555,51,1,3
3556,44,1,0
3557,32,1,-5
3558,22,1,5
3559,45,1,2
3560,15,1,-1
3561,29,1,1
3562,13,1,-3
3563,23,1,5
3564,13,1,-1
3565,21,1,2
3566,23,1,3
3567,45,1,-1
3568,58,1,0
3569,51,1,-2
3570,18,1,-2
3571,21,1,3
3572,33,1,4
3573,23,1,2
3574,35,1,-4
3575,49,1,1
3576,51,1,3
3577,47,1,4
3578,49,1,-3
3579,50,1,-1
3580,27,1,-3
3581,8,1,5
3582,12,1,3
3583,24,1,0
3584,29,1,2
3585,66,1,-5
3586,22,1,-4
3587,33,1,-4
3588,44,1,4
3589,11,1,3
3590,39,1,1
3591,37,1,-3
3592,42,1,5
3593,37,1,-3
3594,63,1,-3
3595,42,1,3
3596,4,1,-5
3597,13,1,3
3598,6,1,4
3599,66,1,4
3600,4,1,-4
3601,48,1,3
3602,20,1,3
3603,63,1,-4
3604,6,1,-4
3605,33,1,-4
3606,22,1,0
3607,18,1,5
3608,55,1,-5
3609,65,1,4
3610,65,1,5
3611,41,1,2
3612,40,1,-5
3613,62,1,2
3614,13,1,-3
3615,45,1,-2
3616,57,1,3
3617,53,1,-3
3618,58,1,4
3619,27,1,2
3620,26,1,0
3621,49,1,-5
3622,40,1,-1
3623,53,1,-1
3624,28,1,-3
3625,55,1,-1
3626,28,1,1
3627,12,1,-4
3628,36,1,-1
3629,19,1,3
3630,19,1,4
3631,50,1,5
3632,62,1,0
3633,17,1,-5
3634,16,1,2
3635,10,1,2
3636,40,1,3
3637,50,1,2
3638,12,1,-3
3639,2,1,1
3640,9,1,5
3641,23,1,5
3642,55,1,2
3643,48,1,0
3644,40,1,0
3645,65,1,4
3646,57,1,-5
3647,55,1,-3
3648,39,1,-1
3649,22,1,3
3650,19,1,-5
3651,39,1,-1
3652,7,1,5
3653,6,1,-1
3654,20,1,4
3655,2,1,3
3656,4,1,4
3657,6,1,1
3658,33,1,4
3659,24,1,1
3660,19,1,-4
3661,43,1,1
3662,2,1,-2
3663,37,1,-2
3664,66,1,2
3665,18,1,1
3666,40,1,-5
3667,2,1,0
3668,52,1,-4
3669,17,1,2
3670,15,1,-2
3671,19,1,-1
3672,26,1,0
3673,45,1,5
3674,2,1,0
3675,30,1,-1
3676,17,1,-4
3677,50,1,-5
3678,25,1,5
3679,52,1,5
3680,59,1,-2
3681,63,1,1
3682,39,1,0
3683,58,1,0
3684,21,1,-3
3685,30,1,0
3686,51,1,5
3687,8,1,0
3688,11,1,2
3689,41,1,5
3690,38,1,-2
3691,21,1,5
3692,18,1,-4
3693,45,1,-4
3694,2,1,4
3695,49,1,1
3696,55,1,-5
3697,3,1,-4
3698,10,1,3
3699,64,1,-4
3700,9,1,-4
3701,47,1,-2
3702,56,1,4
3703,12,1,0
3704,10,1,5
3705,4,1,-4
3706,41,1,0
3707,42,1,-4
3708,35,1,5
3709,14,1,5
3710,36,1,-1
3711,57,1,5
3712,29,1,2
3713,45,1,-3
3714,23,1,-1
3715,25,1,-3
3716,17,1,-1
3717,13,1,3
3718,20,1,4
3719,42,1,5
3720,31,1,4
3721,51,1,4
3722,37,1,4
3723,8,1,0
3724,15,1,-4
3725,31,1,-1
3726,12,1,-5
3727,64,1,-3
3728,18,1,-5
3729,32,1,-3
3730,10,1,5
3731,40,1,5
3732,66,1,0
3733,17,1,-3
3734,24,1,0
3735,30,1,-5
3736,31,1,-4
3737,61,1,4
3738,37,1,-4
3739,35,1,1
3740,14,1,-1
3741,44,1,5
3742,17,1,-2
3743,36,1,-1
3744,33,1,-1
3745,30,1,-4
3746,6,1,-1
3747,48,1,4
3748,26,1,1
3749,37,1,-3
3750,4,1,1
3751,7,1,5
3752,26,1,4
3753,37,1,-2
3754,2,1,1
3755,23,1,1
3756,65,1,3
3757,48,1,3
3758,3,1,3
3759,62,1,0
3760,22,1,0
3761,60,1,0
3762,23,1,-2
3763,32,1,1
3764,26,1,2
3765,16,1,1
3766,19,1,2
3767,35,1,3
3768,27,1,-1
3769,22,1,1
3770,10,1,-4
3771,29,1,-5
3772,34,1,1
3773,66,1,2
3774,6,1,1
3775,55,1,-3
3776,46,1,-5
3777,63,1,-3
3778,9,1,0
3779,43,1,5
3780,17,1,-1
3781,44,1,-2
3782,46,1,4
3783,49,1,0
3784,27,1,-1
3785,19,1,0
3786,20,1,-3
3787,64,1,-1
3788,51,1,5
3789,2,1,2
3790,63,1,-2
3791,51,1,-3
3792,42,1,0
3793,62,1,-4
3794,30,1,5
3795,16,1,-5
3796,39,1,-3
3797,3,1,0
3798,56,1,3
3799,11,1,-5
3800,22,1,2
3801,44,1,-1
3802,23,1,-1
3803,7,1,-5
3804,35,1,-2
3805,25,1,-5
3806,59,1,-5
3807,25,1,5
3808,35,1,4
3809,21,1,2
3810,59,1,2
3811,49,1,-1
3812,33,1,-4
3813,54,1,-4
3814,29,1,2
3815,12,1,-5
3816,52,1,-5
3817,35,1,5
3818,58,1,-1
3819,54,1,-1
3820,37,1,-2
3821,6,1,-3
3822,5,1,-3
3823,8,1,2
3824,14,1,5
3825,28,1,-1
3826,51,1,2
3827,27,1,-2
3828,54,1,-1
3829,61,1,5
3830,36,1,2
3831,40,1,3
3832,48,1,-4
3833,29,1,-1
3834,3,1,-1
3835,5,1,-2
3836,66,1,-2
3837,16,1,-3
3838,22,1,5
3839,21,1,-2
3840,62,1,-3
3841,10,1,3
3842,13,1,5
3843,36,1,-3
3844,5,1,-1
3845,18,1,-2
3846,18,1,-1
3847,27,1,1
3848,65,1,-2
3849,31,1,1
3850,61,1,-2
3851,15,1,4
3852,44,1,4
3853,46,1,-3
3854,60,1,5
3855,4,1,-1
3856,34,1,2
3857,2,1,2
3858,45,1,5
3859,26,1,4
3860,43,1,0
3861,39,1,-4
3862,64,1,2
3863,10,1,1
3864,5,1,-2
3865,66,1,4
3866,22,1,0
3867,48,1,3
3868,1,1,4
3869,45,1,-4
3870,17,1,-3
3871,6,1,-4
3872,9,1,-1
3873,3,1,-3
3874,21,1,3
3875,53,1,-4
3876,33,1,-4
3877,55,1,3
3878,47,1,0
3879,7,1,-1
3880,40,1,3
3881,16,1,2
3882,54,1,-5
3883,24,1,2
3884,15,1,-3
3885,32,1,1
3886,51,1,1
3887,41,1,1
3888,14,1,5
3889,29,1,3
3890,66,1,-5
3891,59,1,1
3892,18,1,4
3893,8,1,3
3894,3,1,2
3895,66,1,-4
3896,44,1,5
3897,3,1,3
3898,44,1,-2
3899,61,1,1
3900,37,1,2
3901,66,1,5
3902,61,1,4
3903,57,1,0
3904,11,1,-4
3905,36,1,-1
3906,25,1,3
3907,34,1,3
3908,54,1,1
3909,34,1,-1
3910,32,1,2
3911,20,1,2
3912,57,1,3
3913,36,1,-1
3914,65,1,0
3915,4,1,5
3916,6,1,2
3917,15,1,-5
3918,65,1,-3
3919,15,1,3
3920,35,1,-2
3921,17,1,2
3922,46,1,-1
3923,1,1,-2
3924,61,1,1
3925,53,1,-4
3926,50,1,1
3927,62,1,-5
3928,21,1,-2
3929,53,1,-4
3930,2,1,3
3931,46,1,-3
3932,27,1,-3
3933,35,1,0
3934,57,1,-4
3935,63,1,0
3936,36,1,3
3937,26,1,1
3938,36,1,-5
3939,60,1,-3
3940,4,1,-4
3941,50,1,0
3942,1,1,-2
3943,53,1,-4
3944,62,1,-5
3945,24,1,-3
3946,38,1,-3
3947,21,1,-1
3948,62,1,3
3949,22,1,4
3950,5,1,-5
3951,12,1,-1
3952,56,1,3
3953,44,1,-3
3954,5,1,-4
3955,19,1,-3
3956,37,1,-2
3957,29,1,-1
3958,55,1,-4
3959,65,1,2
3960,22,1,1
3961,31,1,-4
3962,23,1,0
3963,42,1,-4
3964,5,1,-4
3965,27,1,4
3966,58,1,3
3967,62,1,1
3968,30,1,0
3969,34,1,-2
3970,64,1,-5
3971,41,1,-5
3972,58,1,3
3973,1,1,-3
3974,47,1,3
3975,57,1,-2
3976,62,1,-2
3977,38,1,0
3978,39,1,1
3979,5,1,-1
3980,6,1,-3
3981,1,1,0
3982,54,1,0
3983,36,1,3
3984,59,1,-3
3985,30,1,0
3986,27,1,5
3987,51,1,-3
3988,61,1,4
3989,55,1,1
3990,11,1,-5
3991,37,1,-1
3992,52,1,-2
3993,1,1,4
3994,18,1,4
3995,13,1,-5
3996,51,1,4
3997,64,1,3
3998,21,1,2
3999,35,1,-3
4000,18,1,-2
4001,59,1,-2
4002,43,1,-5
4003,39,1,4
4004,52,1,-1
4005,12,1,5
4006,8,1,-3
4007,46,1,2
4008,20,1,-1
4009,22,1,-4
4010,2,1,-1
4011,35,1,4
4012,24,1,2
4013,32,1,-3
4014,54,1,3
4015,26,1,-1
4016,4,1,-3
4017,47,1,1
4018,59,1,-5
4019,47,1,3
4020,49,1,0
4021,44,1,-2
4022,40,1,1
4023,30,1,-5
4024,43,1,2
4025,23,1,3
4026,14,1,1
4027,2,1,5
4028,7,1,2
4029,48,1,2
4030,59,1,2
4031,7,1,3
4032,9,1,-2
4033,45,1,1
4034,50,1,4
4035,47,1,-4
4036,49,1,4
4037,66,1,-5
4038,13,1,4
4039,23,1,-3
4040,11,1,-2
4041,48,1,-5
4042,5,1,1
4043,61,1,-5
4044,33,1,2
4045,18,1,1
4046,66,1,-5
4047,42,1,5
4048,39,1,1
4049,7,1,-1
4050,53,1,-5
4051,58,1,4
4052,46,1,0
4053,60,1,3
4054,23,1,-4
4055,27,1,-1
4056,29,1,-1
4057,49,1,-5
4058,31,1,2
4059,23,1,-1
4060,36,1,-4
4061,25,1,4
4062,17,1,1
4063,52,1,-4
4064,43,1,1
4065,48,1,3
4066,56,1,-1
4067,46,1,1
4068,11,1,-3
4069,57,1,-3
4070,23,1,-5
4071,49,1,-3
4072,1,1,3
4073,28,1,-1
4074,21,1,-3
4075,49,1,-3
4076,62,1,-2
4077,32,1,-2
4078,48,1,-5
4079,62,1,5
4080,19,1,-1
4081,18,1,0
4082,26,1,3
4083,21,1,1
4084,63,1,-1
4085,31,1,4
4086,5,1,-2
4087,14,1,3
4088,34,1,-3
4089,1,1,-4
4090,60,1,-1
4091,13,1,0
4092,55,1,-4
4093,44,1,0
4094,28,1,4
4095,42,1,2
4096,59,1,5
4097,21,1,2
4098,37,1,-1
4099,57,1,-5
4100,49,1,0
4101,3,1,5
4102,21,1,1
4103,30,1,4
4104,15,1,-2
4105,62,1,1
4106,2,1,-2
4107,46,1,-1
4108,57,1,5
4109,41,1,0
4110,26,1,0
4111,22,1,1
4112,52,1,5
4113,5,1,-1
4114,38,1,-1
4115,27,1,2
4116,60,1,-4
4117,61,1,1
4118,31,1,4
4119,23,1,5
4120,8,1,2
4121,52,1,0
4122,42,1,5
4123,29,1,-2
4124,66,1,1
4125,38,1,-2
4126,28,1,2
4127,48,1,-2
4128,29,1,-3
4129,16,1,3
4130,21,1,-5
4131,13,1,3
4132,2,1,-3
4133,50,1,-1
4134,51,1,4
4135,9,1,4
4136,61,1,-5
4137,52,1,-2
4138,60,1,4
4139,63,1,-1
4140,53,1,3
4141,41,1,3
4142,15,1,-5
4143,15,1,-4
4144,44,1,1
4145,24,1,-1
4146,50,1,-5
4147,8,1,-3
4148,26,1,-5
4149,44,1,2
4150,54,1,1
4151,30,1,4
4152,42,1,1
4153,5,1,2
4154,66,1,-5
4155,16,1,3
4156,21,1,-1
4157,31,1,-1
4158,38,1,1
4159,5,1,0
4160,11,1,3
4161,35,1,3
4162,1,1,-1
4163,47,1,-4
4164,34,1,-1
4165,44,1,-1
4166,46,1,-2
4167,66,1,-5
4168,50,1,0
4169,66,1,-3
4170,38,1,3
4171,38,1,1
4172,33,1,0
4173,39,1,-1
4174,6,1,2
4175,1,1,5
4176,18,1,2
4177,21,1,-2
4178,13,1,2
4179,64,1,-1
4180,58,1,3
4181,52,1,-1
4182,43,1,3
4183,59,1,2
4184,15,1,-2
4185,11,1,5
4186,65,1,1
4187,11,1,2
4188,38,1,-5
4189,54,1,-4
4190,48,1,-1
4191,24,1,-4
4192,65,1,5
4193,30,1,5
4194,58,1,3
4195,28,1,0
4196,57,1,-4
4197,18,1,-5
4198,31,1,-1
4199,16,1,-2
4200,20,1,5
4201,16,1,1
4202,9,1,-2
4203,42,1,3
4204,36,1,-4
4205,62,1,5
4206,44,1,-2
4207,60,1,-1
4208,21,1,0
4209,9,1,0
4210,26,1,0
4211,30,1,-2
4212,4,1,3
4213,37,1,3
4214,33,1,0
4215,62,1,-3
4216,32,1,4
4217,28,1,4
4218,15,1,1
4219,3,1,3
4220,44,1,5
4221,35,1,4
4222,50,1,5
4223,2,1,-3
4224,22,1,0
4225,25,1,4
4226,14,1,-5
4227,6,1,-4
4228,34,1,4
4229,31,1,4
4230,27,1,-2
4231,37,1,-5
4232,16,1,-3
4233,25,1,-3
4234,20,1,4
4235,2,1,4
4236,26,1,0
4237,40,1,3
4238,23,1,3
4239,43,1,-3
4240,42,1,-3
4241,40,1,-1
4242,14,1,-4
4243,56,1,3
4244,66,1,5
4245,53,1,0
4246,21,1,5
4247,41,1,-5
4248,37,1,-5
4249,16,1,-1
4250,66,1,-5
4251,66,1,-4
4252,63,1,3
4253,50,1,2
4254,54,1,5
4255,48,1,2
4256,33,1,-5
4257,6,1,-5
4258,66,1,-3
4259,26,1,-5
4260,1,1,4
4261,5,1,-1
4262,3,1,0
4263,17,1,-3
4264,32,1,-1
4265,14,1,2
4266,14,1,4
4267,42,1,0
4268,14,1,-2
4269,6,1,5
4270,15,1,3
4271,5,1,5
4272,32,1,-3
4273,51,1,-2
4274,21,1,1
4275,17,1,-5
4276,66,1,2
4277,42,1,-5
4278,10,1,5
4279,24,1,1
4280,61,1,0
4281,32,1,4
4282,60,1,-4
4283,8,1,-5
4284,20,1,2
4285,1,1,1
4286,9,1,5
4287,13,1,3
4288,53,1,-4
4289,16,1,1
4290,7,1,-1
4291,57,1,-1
4292,15,1,5
4293,62,1,-2
4294,30,1,-4
4295,11,1,1
4296,45,1,-5
4297,22,1,-4
4298,2,1,1
4299,61,1,0
4300,16,1,-2
4301,27,1,5
4302,61,1,-1
4303,48,1,4
4304,55,1,-2
4305,34,1,1
4306,27,1,3
4307,39,1,-3
4308,52,1,-3
4309,18,1,4
4310,58,1,-1
4311,31,1,5
4312,27,1,0
4313,1,1,2
4314,15,1,4
4315,29,1,-4
4316,12,1,5
4317,56,1,-1
4318,20,1,1
4319,46,1,2
4320,61,1,-5
4321,13,1,-2
4322,37,1,5
4323,51,1,-4
4324,17,1,5
4325,4,1,-3
4326,65,1,4
4327,37,1,0
4328,42,1,-3
4329,61,1,-2
4330,60,1,-2
4331,63,1,-5
4332,66,1,-3
4333,24,1,-5
4334,49,1,0
4335,66,1,-3
4336,35,1,4
4337,63,1,-3
4338,46,1,-4
4339,24,1,-5
4340,34,1,5
4341,22,1,-3
4342,66,1,0
4343,17,1,4
4344,3,1,1
4345,60,1,-4
4346,23,1,-1
4347,63,1,3
4348,18,1,3
4349,15,1,3
4350,44,1,3
4351,46,1,3
4352,43,1,-1
4353,27,1,3
4354,13,1,0
4355,19,1,-4
4356,53,1,-2
4357,2,1,-2
4358,20,1,4
4359,57,1,-1
4360,9,1,-5
4361,60,1,0
4362,13,1,2
4363,33,1,1
4364,28,1,5
4365,7,1,2
4366,53,1,2
4367,50,1,-3
4368,63,1,2
4369,1,1,4
4370,26,1,2
4371,28,1,-5
4372,51,1,5
4373,20,1,0
4374,52,1,-1
4375,37,1,2
4376,26,1,5
4377,57,1,-4
4378,59,1,-3
4379,5,1,3
4380,39,1,4
4381,22,1,-5
4382,54,1,-2
4383,13,1,-5
4384,9,1,5
4385,25,1,-4
4386,6,1,-4
4387,18,1,-1
4388,17,1,-3
4389,32,1,-3
4390,66,1,2
4391,36,1,-1
4392,10,1,2
4393,52,1,1
4394,46,1,-1
4395,66,1,-1
4396,44,1,1
4397,13,1,-3
4398,64,1,5
4399,32,1,5
4400,21,1,4
4401,33,1,4
4402,57,1,1
4403,1,1,-5
4404,23,1,2
4405,12,1,0
4406,43,1,2
4407,13,1,5
4408,48,1,0
4409,5,1,4
4410,12,1,0
4411,7,1,1
4412,37,1,2
4413,27,1,5
4414,4,1,2
4415,66,1,2
4416,8,1,5
4417,3,1,-2
4418,54,1,-2
4419,42,1,-2
4420,6,1,2
4421,14,1,2
4422,49,1,-2
4423,63,1,-1
4424,65,1,-2
4425,49,1,2
4426,16,1,-4
4427,35,1,3
4428,66,1,2
4429,22,1,2
4430,6,1,-4
4431,47,1,-2
4432,22,1,0
4433,29,1,4
4434,20,1,0
4435,29,1,4
4436,4,1,-1
4437,20,1,-5
4438,61,1,-5
4439,45,1,4
4440,38,1,3
4441,12,1,5
4442,55,1,4
4443,13,1,-5
4444,53,1,2
4445,9,1,1
4446,58,1,3
4447,34,1,2
4448,17,1,-5
4449,58,1,-3
4450,57,1,-3
4451,15,1,-4
4452,18,1,1
4453,14,1,-1
4454,24,1,-1
4455,59,1,3
4456,20,1,3
4457,13,1,-1
4458,39,1,2
4459,10,1,3
4460,24,1,-1
4461,20,1,5
4462,44,1,5
4463,35,1,2
4464,11,1,-1
4465,4,1,5
4466,8,1,-2
4467,37,1,2
4468,33,1,5
4469,29,1,3
4470,9,1,-1
4471,43,1,-4
4472,60,1,5
4473,19,1,0
4474,8,1,3
4475,20,1,-2
4476,49,1,-1
4477,34,1,-2
4478,3,1,-1
4479,49,1,3
4480,33,1,3
4481,57,1,-2
4482,9,1,3
4483,28,1,0
4484,12,1,3
4485,29,1,0
4486,36,1,-2
4487,3,1,-3
4488,6,1,-1
4489,1,1,-3
4490,59,1,3
4491,33,1,1
4492,41,1,2
4493,36,1,1
4494,19,1,-1
4495,54,1,1
4496,32,1,1
4497,39,1,2
4498,59,1,4
4499,1,1,1
4500,22,1,1
4501,12,1,-1
4502,22,1,2
4503,33,1,-2
4504,22,1,4
4505,42,1,5
4506,49,1,2
4507,61,1,-1
4508,54,1,-3
4509,28,1,-1
4510,15,1,-3
4511,62,1,0
4512,5,1,2
4513,38,1,1
4514,2,1,-3
4515,19,1,3
4516,65,1,0
4517,2,1,1
4518,32,1,4
4519,62,1,5
4520,27,1,4
4521,52,1,-2
4522,4,1,-3
4523,45,1,1
4524,36,1,5
4525,48,1,-4
4526,44,1,0
4527,41,1,0
4528,37,1,5
4529,39,1,-3
4530,51,1,-2
4531,42,1,5
4532,12,1,0
4533,39,1,-4
4534,1,1,-5
4535,14,1,-4
4536,17,1,-3
4537,60,1,0
4538,46,1,3
4539,35,1,1
